cat,value,label,drainage_area_sqkm,slope_number,slope_minimum,slope_maximum,slope_range,slope_average,slope_stddev,slope_variance,slope_coeff_var,slope_sum,slope_first_quartile,slope_median,slope_third_quartile,relief_100m_number,relief_100m_minimum,relief_100m_maximum,relief_100m_range,relief_100m_average,relief_100m_stddev,relief_100m_variance,relief_100m_coeff_var,relief_100m_sum,relief_100m_first_quartile,relief_100m_median,relief_100m_third_quartile,relief_1km_number,relief_1km_minimum,relief_1km_maximum,relief_1km_range,relief_1km_average,relief_1km_stddev,relief_1km_variance,relief_1km_coeff_var,relief_1km_sum,relief_1km_first_quartile,relief_1km_median,relief_1km_third_quartile,relief_2point5km_number,relief_2point5km_minimum,relief_2point5km_maximum,relief_2point5km_range,relief_2point5km_average,relief_2point5km_stddev,relief_2point5km_variance,relief_2point5km_coeff_var,relief_2point5km_sum,relief_2point5km_first_quartile,relief_2point5km_median,relief_2point5km_third_quartile,relief_5km_number,relief_5km_minimum,relief_5km_maximum,relief_5km_range,relief_5km_average,relief_5km_stddev,relief_5km_variance,relief_5km_coeff_var,relief_5km_sum,relief_5km_first_quartile,relief_5km_median,relief_5km_third_quartile,ksn_points_count,ksn_min,ksn_max,ksn_range,ksn_mean,ksn_stddev,ksn_variance,ksn_median,prop_kjf_average,_number,elev_number,elev_minimum,elev_maximum,elev_range,elev_average,elev_stddev,elev_variance,elev_coeff_var,elev_sum,elev_first_quartile,elev_median,elev_third_quartile
295,141,,13.6512,136512,0.215144604444504,264.862274169922,264.647129565477,41.2662375217676,17.1292416174795,293.410918389992,41.5090947131876,5633336.61657155,29.3603,39.1845,50.7714,136512,17.3211059570312,163.313171386719,145.992065429688,75.5016252377533,18.5779322017514,345.13956489287,24.6060030406627,10306877.8644562,62.7363,74.485,87.2453,136512,279.796325683594,637.681396484375,357.885070800781,501.263367965419,64.4516566304719,4154.01604241225,12.8578429523137,68428464.8876953,462.072,504.405,545.25,136512,583.363891601562,1084.94641113281,501.58251953125,889.278878546857,98.9777097720656,9796.58703172324,11.1301091434671,121397238.268188,831.096,876.827,964.449,136512,1022.70550537109,1123.19482421875,100.489318847656,1106.94936556264,12.1180112021423,146.846195495246,1.09472136478284,151111871.791687,1095.35,1111.23,1116.33,74,261.977446,718.563002,456.585556,510.457256405405,108.268751451945,11722.122540963,497.810786,1,,136512,209.318466186523,1295.75390625,1086.43544006348,720.15382514266,220.666477057261,48693.6940968629,30.6415753625343,98309638.9778748,542.796,723.421,892.237
306,224,,13.1692,131692,0,133.370513916016,133.370513916016,33.0370297279659,18.0285782273327,325.029632899056,54.5708206088258,4350712.51893529,19.6731,31.3239,43.7614,131692,0,151.462646484375,151.462646484375,61.8613337445613,23.9525365891121,573.724009052752,38.7197222226362,8146642.76348877,45.1377,62.1438,77.0997,131692,220.480163574219,687.379028320312,466.898864746094,491.134316142592,93.3492429504068,8714.08115941408,19.0068663260143,64678460.3614502,428.025,504.797,558.66,131692,763.506225585938,1257.04711914062,493.540893554688,984.51708890847,96.0865698917397,9232.62891356018,9.75976658752267,129653024.472534,920.372,977.999,1034.95,131692,1222.16259765625,1579.3408203125,357.17822265625,1458.72067966142,92.6723513165568,8588.16469853933,6.35298810859847,192101843.745972,1384.9,1494.99,1530.54,117,34.585558,1006.16491,971.579352,555.84845868376,244.566748368997,59812.8944077841,492.706264,0.845191811195821,,131692,674.599060058594,2031.11511230469,1356.51605224609,1421.19374713724,309.524600303379,95805.4781929667,21.7791980106065,187159846.947998,1173.98,1419.41,1686.14
307,225,,15.4847,154847,0.0407977886497974,264.915008544922,264.874210756272,35.4586530861645,17.5097072101934,306.589846586699,49.3806326135536,5490666.05443332,23.2712,33.6617,45.4326,154847,6.011474609375,138.4775390625,132.466064453125,65.4072038207977,20.2914877626372,411.744475621254,31.0233224741294,10128109.2900391,51.9255,64.9753,78.4867,154847,272.876037597656,681.313354492188,408.437316894531,462.979483215927,70.4299952432589,4960.38422996547,15.2123361393989,71690984.0375366,412.202,463.757,511.334,154847,612.242309570312,1197.79150390625,585.549194335938,945.690067345285,104.850968426719,10993.7255800209,11.0872443358799,146437269.858215,885.566,956.787,1006.63,154847,1059.12768554688,1640.43237304688,581.3046875,1456.25747659872,151.453646288625,22938.2069741198,10.4001969927986,225497101.478882,1336.56,1508.21,1573.36,94,320.887709,1864.95891,1544.071201,783.642689659574,402.162252383153,161734.477241891,631.370101,0.949182095875283,,154847,644.868774414062,2115.81396484375,1470.94519042969,1468.60661018629,328.907731769425,108180.296017708,22.3959043550609,227409327.767517,1234.04,1476.54,1747.97
312,203,,22.8323,228323,0.0775135979056358,193.935516357422,193.858002759516,41.0134740301414,19.2229404030275,369.521437738348,46.8698174382894,9364319.43098398,27.4385,38.7354,52.2966,228323,7.70867919921875,183.308654785156,175.599975585938,74.0113194401151,23.0928777306545,533.281001882959,31.2018187290117,16898486.4885254,58.0802,72.6722,88.7498,228323,222.921691894531,551.718444824219,328.796752929688,411.566743285035,62.6517755917873,3925.24498480367,15.222749800364,93970153.5270691,361.53,417.979,457.642,228323,559.972717285156,769.12548828125,209.152770996094,649.480881463545,45.0926030570487,2033.34285046056,6.94286842677135,148291423.298401,607.823,653.907,685.055,228323,767.888305664062,998.667846679688,230.779541015625,864.40697486743,38.297050741569,1466.66409550231,4.43044212449147,197363993.722656,839.935,860.481,881.918,132,99.589709,511.52991,411.940201,236.442539356061,112.735277441194,12709.2427797429,186.777351,0.834773544496174,,228323,355.721282958984,1060.91882324219,705.197540283203,664.663364426924,153.651518424555,23608.7891141714,23.1171938530167,151757933.356049,539.919,654.35,781.122
308,140,,13.6039,136039,0.0348769314587116,238.78742980957,238.752552878112,41.0583106629161,21.9231355224682,480.623871136507,53.3951231029804,5585531.52427245,25.1269,37.1945,53.3725,136039,9.3438720703125,210.587707519531,201.243835449219,73.668450507408,27.7958649219805,772.610106760986,37.7310296748883,10021782.3385773,52.9086,68.444,92.1982,136039,237.774475097656,608.0107421875,370.236267089844,424.432379230745,73.5992850625493,5416.8547617184,17.3406386185576,57739356.4381714,379.377,430.468,478.52,136039,532.331909179688,1017.93182373047,485.599914550781,796.188461856796,94.5599908962727,8941.59187830318,11.876583927849,108312682.162537,722.656,807.858,859.232,136039,918.198364257812,1165.78942871094,247.591064453125,1120.456226773,55.5377299315705,3084.43944595206,4.95670679536704,152425744.633972,1099.96,1147.85,1159.5,96,146.076,910.630527,764.554527,550.375620989583,242.657661495403,58882.7406824176,513.24576,1,,136039,248.534622192383,1355.63244628906,1107.09782409668,873.329893424435,232.848609622936,54218.4750033344,26.6621595546108,118806925.371567,688.32,923.989,1063.95
315,202,,12.5527,125527,0,183.983505249023,183.983505249023,44.2294621213944,22.7195271877294,516.176915633975,51.3674055663898,5551991.69171227,28.3434,43.8723,59.0811,125527,3.62451171875,162.074951171875,158.450439453125,79.6356021905689,29.9014647306975,894.097593041147,37.5478603893055,9996418.23617554,58.9977,82.1371,101.844,125527,227.196868896484,620.883117675781,393.686248779297,455.07881699782,84.4637320605223,7134.1220335917,18.5602425130957,57124678.6612854,379.071,462.844,523.888,125527,458.826782226562,765.495849609375,306.669067382812,687.061326197774,58.9695431450574,3477.40701873679,8.58286457067775,86244747.0936279,643.909,699.693,742.32,125527,754.60595703125,1043.77099609375,289.1650390625,909.21093558279,108.79275519455,11835.8635828213,11.9656232604391,114130521.110901,776.849,941.659,1019.49,87,32.883817,504.02167,471.137853,336.71649816092,109.850632565836,12067.1614751144,342.348242,0,,125527,235.13427734375,979.538696289062,744.404418945312,654.13617931041,178.137414680554,31732.9385090717,27.2324663143302,82111752.1802979,510.305,689.82,806.841
317,204,,49.8476,498476,0,240.991058349609,240.991058349609,41.7911581478027,19.7546777270459,390.247292099443,47.2699934689046,20831889.3488841,27.4746,39.0694,53.8076,498476,10.8291015625,194.944396972656,184.115295410156,75.514663798407,24.8484399131558,617.444966117714,32.9054499659707,37642247.5515747,56.6141,72.7142,92.059,498476,230.168914794922,614.560180664062,384.391265869141,426.221640724135,82.2899775205064,6771.64040032545,19.3068510976352,212461258.581604,366.869,430.389,493.434,498476,382.472045898438,894.42333984375,511.951293945312,696.633402966918,141.551829179348,20036.9203440192,20.3194145696269,347255032.177338,594.396,743.413,812.883,498476,724.681396484375,1102.9345703125,378.253173828125,924.497068273815,57.6635006416855,3325.07930625366,6.23728323437007,460839600.604858,884.791,945.396,967.133,303,89.923759,761.835202,671.911443,315.149576310231,169.127246233945,28604.0254186776,288.170473,0.546299119716897,,498476,390.243194580078,1344.81567382812,954.572479248047,769.280158334591,198.75099375416,39501.9575182662,25.8359703679911,383467696.205994,607.75,737.766,919.441
320,227,,10.1154,101154,0.236265584826469,138.203689575195,137.967423990369,40.3565486320879,15.4891978645036,239.915250485743,38.3808784187952,4082226.32033022,29.4867,39.6315,50.4776,101154,10.9705810546875,143.044067382812,132.073486328125,75.4945656394615,18.8549951438654,355.510841875188,24.9753011811618,7636577.29269409,62.8295,75.0992,88.2058,101154,313.401428222656,650.310791015625,336.909362792969,523.057178567534,48.5063444657273,2352.86545342779,9.2736217861628,52909325.8408203,493.914,518.77,554.592,101154,750.013854980469,1144.38989257812,394.376037597656,1026.2139307762,82.871390009972,6867.66728218489,8.07544972102363,103805643.953735,992.29,1051.18,1085.32,101154,1167.93408203125,1668.34033203125,500.40625,1553.62535118777,115.229542972634,13277.847573682,7.41681660154031,157155418.774048,1481.95,1591.99,1655.24,59,143.078637,986.280596,843.201959,739.461305661017,206.645110845947,42702.2018365335,760.964375,1,,101154,482.358337402344,1881.994140625,1399.63580322266,1215.08523358913,300.086215729196,90051.7368706693,24.6967214672502,122910731.718475,1009.77,1216.08,1442.96
321,128,,33.6226,336226,0,362.566040039062,362.566040039062,37.9175002869101,15.7653240440957,248.545442215343,41.577962483825,12748849.4514666,27.1918,36.5442,46.8815,336226,7.812744140625,167.84375,160.031005859375,71.9789487332469,19.7383028790085,389.600600543475,27.4223272587078,24201194.0167847,58.2496,71.6149,84.4908,336226,312.065185546875,707.368774414062,395.303588867188,541.627158659426,71.5410310769407,5118.11912755179,13.2085383705667,182109133.047424,490.313,547.417,593.093,336226,654.832458496094,1310.3779296875,655.545471191406,1032.13581798069,145.437412402838,21152.0409264332,14.0909180622543,347030897.536377,917.782,1054.23,1153.4,336226,1214.61218261719,1667.10229492188,452.490112304688,1497.64753318759,120.249085787796,14459.8426328006,8.02919800040386,503548039.49353,1426.6,1524.78,1603.3,203,128.345079,1061.378928,933.033849,694.935427783251,184.170471482917,33918.7625662399,682.121649,0.873079416820829,,336226,493.2509765625,2114.9150390625,1621.6640625,1253.26159611894,353.881580439892,125232.172974636,28.236848678343,421379133.416687,988.409,1218.12,1525.53
318,142,,20.6118,206118,0.163637727499008,344.984436035156,344.820798307657,44.8656851159667,24.5746568152535,603.913757587486,54.7738360658799,9247625.28473283,27.8643,40.5036,56.816,206118,9.9718017578125,237.690490722656,227.718688964844,80.0939229528566,30.86728735074,952.789428393155,38.5388631406013,16508799.2111969,58.2349,74.4576,95.3826,206118,217.679290771484,744.3154296875,526.636138916016,491.926728315047,95.2262766534485,9068.0437652791,19.3578171650926,101394953.386841,432.614,483.634,555.314,206118,550.550537109375,1134.37133789062,583.82080078125,881.407959753392,129.355966927142,16732.9661796557,14.6760606703999,181674045.84845,773.897,883.907,971.218,206118,960.39599609375,1164.46313476562,204.067138671875,1137.38414993503,37.8166880310458,1430.10189363744,3.324882629427,234435346.216309,1144.82,1150.83,1155.87,113,248.133901,947.531429,699.397528,557.614788371682,164.566936294406,27082.276521327,535.649402,0.991922102873112,,206118,223.685501098633,1368.77905273438,1145.09355163574,800.05218915923,266.739094092373,71149.7443172198,33.340211764521,164905157.125122,587.513,804.469,1021.48
324,144,,13.708,137080,0,191.916015625,191.916015625,40.3250995568277,18.0664540555866,326.39676214262,44.8020073208416,5527764.64724994,27.8302,37.8735,50.1616,137080,8.58743286132812,157.490295410156,148.902862548828,73.9288352474305,19.3653030164768,375.014960919965,26.1945192990848,10134164.7357178,60.7583,71.2782,85.162,137080,268.289367675781,664.364501953125,396.075134277344,515.630883875887,82.7796754453959,6852.47466684508,16.0540568910766,70682681.5617065,447.535,528.917,586.769,137080,635.196166992188,1054.63098144531,419.434814453125,918.437728012704,77.1387998909772,5950.39444862023,8.39891454131447,125899443.755981,879.918,935.021,974.127,137080,1017.88134765625,1182.15502929688,164.273681640625,1163.86995687938,33.7933280082087,1141.98901787038,2.90353125866542,159543293.689026,1170.17,1176.56,1179.51,77,299.990387,857.057989,557.067602,563.039713064935,130.209115773863,16954.4138306113,566.660889,1,,137080,237.242065429688,1362.86596679688,1125.62390136719,810.945180509471,254.629892747541,64836.3822806242,31.3991498892159,111164365.344238,618.433,790.404,1028.19
325,59,,35.7008,357008,0,180.066741943359,180.066741943359,28.2179025707881,21.8998113605253,479.601737626594,77.6096356048679,10074016.9609919,10.3538,26.2963,41.6533,357008,0.3629150390625,164.083435058594,163.720520019531,49.5538624226793,31.4024271924406,986.112433576535,63.3702917536226,17691125.3157959,30.212,50.603,69.7286,357008,8.21221923828125,691.511535644531,683.29931640625,306.870779048674,180.726210327869,32661.9630994733,58.8932614855466,109555323.086609,185.562,277.294,464.549,357008,23.5512390136719,870.680908203125,847.129669189453,588.708625093962,255.179648698487,65116.6531098832,43.3456616433569,210173688.827545,324.956,725.901,797.359,357008,253.4736328125,1168.47509765625,915.00146484375,878.770683756756,196.608048430228,38654.724707543,22.3730777624176,313728164.266632,873.9,885.3,977.466,292,9.123337,647.695354,638.572017,196.438355616438,155.899221964218,24304.5674090484,159.426899,0.715328508044638,,357008,406.67236328125,1320.17565917969,913.503295898438,697.029740071685,244.113581831169,59591.4408344427,35.0219750747025,248845193.443512,494.945,618.495,894.088
316,58,,22.9882,229882,0,144.743591308594,144.743591308594,19.9051739141157,20.728230855206,429.659554386714,104.134889474674,4575841.18972476,0.760036,14.9589,35.3912,229882,0.271514892578125,145.843322753906,145.571807861328,36.4904188985388,33.8688176291603,1147.09680759732,92.8156449048507,8388490.47723389,1.55014,36.7976,64.566,229882,8.15789794921875,566.097290039062,557.939392089844,245.18297053903,158.533944383109,25133.0115216667,64.6594435309169,56363151.6334534,125.985,257.487,383.514,229882,144.676086425781,625.70703125,481.030944824219,449.126408475799,117.93522838601,13908.7180944603,26.258805129328,103246077.033234,365.377,455.075,578.466,229882,420.583679199219,879.210815429688,458.627136230469,634.500473838893,107.22085930952,11496.3126710719,16.8984679650128,145860237.927032,595.044,599.196,762.314,139,1.844109,241.585287,239.741178,55.2395316978418,62.6459249296099,3924.51191028632,25.010577,0.549564559208637,,229882,409.149017333984,1004.89990234375,595.750885009766,526.617763389222,133.644945688172,17860.9715079946,25.3779790541163,121059944.683441,422.28,456.886,606.986
328,146,,29.7566,297566,0.00779543444514275,195.706756591797,195.698961157352,47.5459589589093,22.0823260513404,487.629123837709,46.4441700932454,14148060.8235668,30.7284,45.4499,62.3461,297566,10.501953125,175.605651855469,165.103698730469,83.7411215329317,26.5944260045144,707.26349450959,31.7579052175172,24918510.5700684,63.2874,82.317,102.898,297566,213.6396484375,672.362121582031,458.722473144531,424.964374511802,86.5016354612366,7482.53293746867,20.3550322449051,126454949.065979,362.005,420.54,493.549,297566,420.773315429688,1025.27270507812,604.499389648438,720.39721996764,135.093527419304,18250.2611505903,18.7526441905721,214365719.156891,667.156,765.758,812.34,297566,709.16162109375,1144.07165527344,434.910034179688,1040.44576128744,90.1275983154385,8122.98397810903,8.66240237299011,309601283.403259,979.169,1042.48,1138.12,200,56.95027,672.990854,616.040584,298.93252587,180.453619694005,32563.5088606685,259.2803805,0.334719020318182,,297566,384.722381591797,1372.39672851562,987.674346923828,795.803053315617,183.136301825939,33538.9050464815,23.0127669230375,236803931.362915,661.886,764.066,914.536
326,205,,10.1412,101412,0.155798807740211,175.197967529297,175.042168721557,44.0152267591483,17.856521270142,318.855351871032,40.5689634813266,4463672.17609875,31.3291,42.3683,55.024,101412,24.75048828125,154.241088867188,129.490600585938,80.1141948896306,20.844798409854,434.505620747451,26.018857754947,8124540.73214722,64.5443,78.8806,94.2725,101412,263.368347167969,580.434631347656,317.066284179688,430.408495191813,71.5149725618658,5114.39130052442,16.6156043295556,43648586.3143921,368.25,426.015,495.089,101412,399.206237792969,873.890380859375,474.684143066406,667.448713070372,98.1967701169517,9642.60566140147,14.7122570160081,67687308.8898926,584.656,705.54,729.57,101412,793.291748046875,900.262817382812,106.971069335938,871.319851294329,29.629719547479,877.920280462261,3.40055600747127,88362288.7594604,851.071,885.951,893.571,53,143.712702,523.216783,379.504081,253.907550037736,100.692064732729,10138.89190014,220.823544,0.820514337553741,,101412,387.324676513672,1114.45593261719,727.131256103516,690.278274131386,158.295104015255,25057.3399552004,22.932071013599,70002500.3362122,569.518,675.376,786.799
329,145,,16.2326,162326,0.26272714138031,165.248352050781,164.985624909401,40.7355753155546,18.8862833393957,356.691698375936,46.3631191976417,6612442.99867272,27.4631,38.0446,51.0987,162326,11.0903015136719,164.502685546875,153.412384033203,74.3052701604032,22.6382903330437,512.49218920318,30.4666012036216,12061677.2840576,58.1293,70.6349,87.455,162326,273.755493164062,672.398132324219,398.642639160156,490.560105418415,79.0966401465821,6256.27848247791,16.1237408572224,79630659.6721497,430.381,481.038,549.301,162326,629.112243652344,1041.88818359375,412.775939941406,874.295993984144,106.698622567065,11384.5960577091,12.2039473246174,141920971.51947,774.833,881.199,980.212,162326,1018.82006835938,1175.94409179688,157.1240234375,1092.24509941005,43.3567315635459,1879.80617187338,3.96950570773574,177299778.006836,1058.08,1064.54,1127.32,98,103.334537,1030.68322,927.348683,485.145816816326,231.529678294933,53605.9919313552,431.8926845,1,,162326,240.057434082031,1293.49450683594,1053.43707275391,816.143308691767,230.830103284907,53282.536582521,28.2830356907435,132481278.7267,645.101,822.853,1001.62
330,117,,47.219,472190,0.0130914719775319,158.726211547852,158.713120075874,46.8813839027342,19.6622254500647,386.60310964917,41.9403691044153,22136920.6650321,33.7419,46.4048,59.4382,472190,3.67587280273438,155.954284667969,152.278411865234,80.7826336984928,20.7105050054758,428.925017581839,25.6373233420121,38144751.8060913,67.3662,80.9837,94.4818,472190,176.333740234375,531.352661132812,355.018920898438,300.70314213228,52.1386713900018,2718.44105431459,17.3389180506354,141989016.683441,267.959,287.8,331.504,472190,303.561614990234,650.931457519531,347.369842529297,452.836130050607,90.0085265508831,8101.53485186102,19.8766221548674,213824692.248596,361.213,444.873,529.959,472190,544.339477539062,912.621520996094,368.282043457031,693.977191440793,62.9676440606797,3964.92419855245,9.07344576122886,327689090.026428,635.693,702.533,741.663,370,28.851425,238.360224,209.508799,87.4695485621622,23.5287381239531,553.601517705563,85.349619,0,,472190,351.574279785156,907.303466796875,555.729187011719,545.759382890596,87.4800429307801,7652.75791117113,16.0290497375318,257702123.007111,483.863,540.574,601.493
327,206,,10.434,104340,0.405430734157562,196.268081665039,195.862650930882,52.475913231872,21.8529315625866,477.550617879092,41.6437375106297,5475336.78661352,36.7773,50.7264,66.7471,104340,20.4381713867188,173.780883789062,153.342712402344,93.4445765684865,24.4854974423134,599.539584997536,26.2032301300736,9750007.11915588,75.5359,89.7349,110.454,104340,307.623870849609,610.479248046875,302.855377197266,428.785542447699,55.8112118576421,3114.89136901861,13.0161132623658,44739483.4989929,383.46,425.756,468.436,104340,485.811431884766,671.463562011719,185.652130126953,591.887234762059,48.7259277960978,2374.21603959054,8.23229914996999,61757514.0750732,561.689,584.086,635.693,104340,672.893798828125,913.568725585938,240.674926757812,766.112453413458,78.0207476664615,6087.23706643366,10.1839811269006,79936173.3891602,682.946,742.88,831.137,62,109.579699,298.821044,189.241345,207.780530370968,48.9466297901597,2395.77256781495,232.7749625,0,,104340,248.520797729492,893.969665527344,645.448867797852,533.47812174409,112.501398479837,12656.5646599192,21.0882872032388,55663107.2227783,448.929,531.87,616.411
332,60,,20.175,201750,0,172.774475097656,172.774475097656,32.8825277790216,23.6608592532673,559.836260602925,71.9557188920326,6634049.97941761,15.9001,29.4464,46.6394,201750,0.40814208984375,177.878173828125,177.470031738281,58.1040035687793,33.5763504067846,1127.37130663918,57.786638345909,11722482.7200012,39.0892,55.5621,76.7951,201750,8.2139892578125,698.726684570312,690.5126953125,353.766787548647,176.647963537925,31204.5030220959,49.9334504411705,71372449.3879395,244.769,350.151,468.666,201750,23.0481262207031,851.04638671875,827.998260498047,624.733722896307,223.83240617949,50100.9460561004,35.8284494619225,126040028.59433,555.41,692.187,802.673,201750,258.489074707031,1052.47216796875,793.983093261719,886.347429458637,181.41353298913,32910.8699515983,20.467542067554,178820593.89328,875.231,888.89,1005.96,126,59.116214,495.277491,436.161277,230.911992301587,124.339678196857,15460.3555740979,251.08518,0.518810408921933,,201750,406.634979248047,1271.38439941406,864.749420166016,709.016074271844,208.077797439716,43296.3697873634,29.3474019828691,143043992.984344,539.448,678.932,852.794
338,61,,33.3225,333225,0,132.259963989258,132.259963989258,16.2810860234281,15.8302129638062,250.595642479457,97.2306941995566,5425264.89015684,1.57779,12.7681,25.948,333225,0.25823974609375,129.171203613281,128.912963867188,28.172278599401,22.3535055486846,499.679210315075,79.345749296828,9387707.5362854,3.84604,29.0187,44.8191,333225,12.10498046875,390.300842285156,378.195861816406,174.312760619705,105.219010758384,11071.0402249729,60.3621963098491,58085369.6575012,81.9298,175.739,253.158,333225,38.1618347167969,584.573486328125,546.411651611328,355.480644245879,115.30558213895,13295.3772724022,32.436528965891,118455037.678833,276.767,365.712,452.962,333225,338.311920166016,989.059753417969,650.747833251953,634.539388213523,135.220199829883,18284.5024420335,21.3099773381414,211444387.637451,566.737,593.635,687.206,256,6.351852,307.801925,301.450073,62.6518676328125,63.1604755026069,3989.24566571541,39.362289,0.16812364018306,,333225,399.909851074219,894.865051269531,494.955200195312,501.914091825174,102.549898538781,10516.4816903143,20.4317631660562,167250323.248444,425.021,467.266,546.06
331,131,,11.2159,112159,0.0652541145682335,105.581077575684,105.515823461115,28.5993844886174,12.3157083336978,151.676671760713,43.062844022393,3207678.36485884,19.9808,26.9721,35.5592,112159,6.56591796875,119.222412109375,112.656494140625,54.9096458569132,15.2960091678001,233.967896461425,27.8566888004693,6158610.96966553,43.8921,53.874,64.9143,112159,309.242431640625,639.023559570312,329.781127929688,478.589368026889,62.8037905884067,3944.31611227244,13.1226882133491,53678104.9285278,435.414,489.243,527.168,112159,697.151000976562,1341.93481445312,644.783813476562,1027.5035005955,137.631620208133,18942.4628811157,13.394759251756,115243765.123291,916.495,1017.67,1117.25,112159,1401.2255859375,1656.15625,254.9306640625,1479.04899739894,45.248454661311,2047.42264923672,3.05929382602504,165888656.499268,1447.41,1473.31,1497.63,64,188.712714,1447.068836,1258.356122,817.784245921875,285.105152759146,81284.948129816,816.2491655,0.0997779937410284,,112159,633.18115234375,1970.19921875,1337.01806640625,1396.49379882181,265.744447353773,70620.1112993624,19.0294040387416,156629347.982056,1208.85,1429.55,1600.37
344,154,,28.3349,283349,0.0112961428239942,238.286743164062,238.275447021239,39.2296760409466,16.0561908384464,257.801264240611,40.9286857777962,11115689.4765262,28.158,37.6624,48.4761,283349,8.585205078125,151.446990966797,142.861785888672,73.0448141208048,18.137308350849,328.961954213777,24.8303847017157,20697175.0363159,61.0402,72.5801,85.139,283349,267.096801757812,763.508605957031,496.411804199219,515.067155901147,86.0332535454548,7401.72071561652,16.7033080171718,145943763.557434,458.167,502.158,563.434,283349,556.689208984375,1104.82165527344,548.132446289062,928.981552037699,108.988020164847,11878.388539453,11.7319897177489,263225993.78833,840.369,942.967,1023.75,283349,1045.126953125,1361.76049804688,316.633544921875,1276.99940398416,72.6605282047476,5279.55235899292,5.68994221751799,361836504.119507,1215.71,1290.79,1342.99,179,152.904804,1418.781908,1265.877104,613.248693391062,188.120321133739,35389.255223461,575.019993,0.706393881750068,,283349,348.649566650391,1693.75952148438,1345.10995483398,1037.35947964491,273.132903659782,74601.583061624,26.3296291227102,293934771.197906,835.72,1057.07,1245.91
336,129,,12.8511,128511,0.16997879743576,167.943008422852,167.773029625416,39.0037235641737,16.6120491153851,275.960175811968,42.5909313198084,5012407.51895553,27.3126,37.3991,48.9255,128511,10.8675537109375,137.733642578125,126.866088867188,71.2766950877883,19.4655628235982,378.908136039448,27.3098560470899,9159839.36242676,57.4485,71.7292,85.1911,128511,235.24267578125,706.227233886719,470.984558105469,505.841180446091,107.244294155863,11501.3386289892,21.2011790066768,65006155.9403076,419.665,517.491,597.876,128511,516.768920898438,1106.14624023438,589.377319335938,941.676855676489,118.747569440206,14100.9852479566,12.6102249114851,121015834.399841,891.329,970.808,1024.8,128511,1138.17700195312,1275.88330078125,137.706298828125,1222.22537976747,19.6819704969542,387.379962642975,1.61033888043617,157069405.779297,1210.7,1219.8,1236.16,60,298.363829,1131.118867,832.755038,807.432855816667,200.224662349722,40089.9154130603,790.306147,0.667312525776004,,128511,528.355529785156,1697.30322265625,1168.94769287109,1200.9405131641,262.163489991031,68729.6954842772,21.8298481163162,154334066.287231,1005,1242.63,1404.14
335,151,,15.6495,156495,0.0892836079001427,157.294921875,157.2056382671,35.4994850918733,15.4132446916862,237.568111925793,43.4182204383991,5555491.91945272,24.8443,34.173,44.3761,156495,6.2637939453125,144.112121582031,137.848327636719,65.6890665537999,18.9064667829389,357.454486214372,28.7817558915293,10280010.4703369,52.8702,65.0661,77.4444,156495,251.246215820312,613.580261230469,362.334045410156,454.375634877949,63.116666717178,3983.71361748733,13.8908563471129,71107514.9802246,413.594,450.395,491.769,156495,639.363159179688,952.407958984375,313.044799804688,814.452450126951,59.860881628949,3583.32514939505,7.34983136457117,127457736.182617,774.412,813.089,857.533,156495,868.071166992188,1338.32116699219,470.25,1123.9425122763,73.1875016344781,5356.41039549674,6.51167660579481,175891383.458679,1108.72,1121.83,1139.11,70,196.639067,805.051769,608.412702,538.751759885714,120.54357648257,14530.7538312093,538.139898,0.448832231061695,,156495,382.764312744141,1428.50341796875,1045.73910522461,923.582462382188,211.385619658781,44683.8801985269,22.8875740140795,144536037.4505,773.079,926.301,1091.37
341,152,,10.1284,101284,0.102932155132294,145.89826965332,145.795337498188,31.4453965289797,17.0373159575039,290.270135035817,54.1806363987254,3184915.54204118,19.4103,28.5776,40.3016,101284,5.19717407226562,144.953369140625,139.756195068359,57.3413166967991,19.1864430770329,368.119597948222,33.4600671597481,5807757.9203186,43.99,55.1243,67.9034,101284,233.450012207031,551.88232421875,318.432312011719,403.478016562082,47.8831334745209,2292.79447133878,11.8675941461493,40865867.4294739,373.151,408.789,434.675,101284,512.414855957031,928.82958984375,416.414733886719,747.458467015817,65.1004169589722,4238.06428823203,8.70956980645115,75705583.37323,708.594,745.97,796.234,101284,815.086608886719,1053.42138671875,238.334777832031,1007.98062767558,58.058676050762,3370.80986476733,5.75989998782478,102092309.893494,983.37,1036.04,1051.23,76,145.109693,745.635602,600.525909,414.085601815789,173.17972782826,29991.2181306702,393.328111,1,,101284,269.283538818359,1149.24438476562,879.960845947266,731.134584249937,183.611030851373,33713.0106503038,25.1131644989462,74052235.2311707,595.052,731.19,875.246
